sku,howToUse,whenToUse,whyThisProduct
81776,"1. Geniş ağızdan kimyasalı doldurun.
2. Kapağı sıkıca kapatın ve pompayı basınçlandırın.
3. Köpük türünü seçin: Yeşil (kuru), Gri (orta), Turuncu (ıslak).
4. Tetik kilidini açarak yüzeye püskürtün.
5. Kullanım sonrası basıncı boşaltın ve temizleyin.","Hobi kullanıcılar ve amatör araç yıkayıcılar için, araç iç ve dış temizliğinde, motor aksamı temizliğinde, profesyonel temizlik ve dezenfeksiyon işlemlerinde kullanılır.","• Kompakt boyut - hobi kullanıcılar için ideal
• 3 farklı köpük yoğunluğu (kuru/orta/ıslak)
• 10 adet yedek köpük yapıcı keçe dahil
• Kolay dolum için geniş ağız"
82676,"1. Geniş ağızdan kimyasalı doldurun (max 6L).
2. Manuel pompalama veya dahili hava girişinden kompresör ile basınçlandırın.
3. Köpük türünü seçin: Yeşil (kuru), Gri (orta), Turuncu (ıslak).
4. Fiberglas tabancayı tutma alanından kavrayın.
5. Emniyet kilidini açarak 1.3m hortum ile yüzeye uygulayın.
6. İçerik tanımlama kartlarını (yeşil-kırmızı) kullanın.","Profesyonel araç yıkama merkezlerinde, geniş alan temizlik ve dezenfeksiyonunda, endüstriyel mutfak temizliğinde, HVAC sistem bakımında, yüksek hacimli köpük uygulamalarında kullanılır.","• Profesyonel geniş hacim - 6 litre kullanılabilir kapasite
• 1.3 metre hortum ve 47cm fiberglas tabanca
• Dahili hava kompresör bağlantısı
• 4 bar basınçlı emniyet valfi"
81675,"1. Kimyasalı doldurun ve kapağı sıkıca kapatın.
2. Pompayı basınçlandırın (2.5 bar).
3. İstediğiniz nozulu takın (universal veya açılı).
4. Emniyet kilidini açın.
5. 360° sistem sayesinde her açıdan, baş aşağı bile püskürtün.","Cam filmi, PPF ve araç kaplama uygulamalarında, araç iç ve dış aksam temizliğinde, hızlı cila uygulamalarında, inşaat ve endüstriyel bakımda, dezenfeksiyon işlemlerinde kullanılır.","• 360° derece her yönden atım - baş aşağı bile çalışır
• Asitlere karşı özel dayanıklılık
• Çift nozul seçeneği (universal + açılı)
• Ergonomik ve inovatif tasarım"
84177,"1. Kullanılacak kimyasalı şişeye doldurun.
2. İçerik kartını (kırmızı/yeşil) takın.
3. Nozulu ihtiyaca göre ayarlayın (konik/fan).
4. Ergonomik tetiği kullanarak her açıdan püskürtün.
5. 360° sistemi sayesinde baş aşağı bile kullanabilirsiniz.","Cam filmi, PPF ve kaplama uygulamalarında, araç iç/dış temizliğinde, hızlı cila uygulamalarında ve dezenfeksiyon işlemlerinde kullanın.","• 360° derece atım - baş aşağı bile çalışır
• Alkali ve alkol bazlı kimyasallara dayanıklı
• Ergonomik tetik tasarımı
• Seviye göstergeli yarı saydam hazne"
84173,"1. Kullanılacak kimyasalı şişeye doldurun.
2. İçerik kartını (kırmızı/yeşil) takın.
3. Nozulu ihtiyaca göre ayarlayın.
4. Ergonomik tetiği kullanarak her açıdan püskürtün.
5. 360° sistemi sayesinde dar alanlarda rahat çalışın.","Dar alanlar, küçük yüzeyler ve izole çalışmalar için idealdir. Temizlik, dezenfeksiyon, otomotiv detaylama ve hobi kullanımı için uygundur.","• Kompakt 600 ml boyut - dar alanlarda kullanım kolaylığı
• 360° derece atım - her açıdan püskürtme
• Kimyasallara dayanıklı malzeme
• Ergonomik tetik tasarımı"
81774,"1. Geniş ağızdan kimyasalı doldurun (max 1L).
2. Kapağı sıkıca kapatın ve basınç pompasını çalıştırın.
3. 2.5 bar basınca ulaştığında emniyet valfi devreye girer.
4. Nozulu ayarlayın ve püskürtmeye başlayın.
5. İşlem bittiğinde basınç düşürme valfini kullanın.","Fren/balata temizliği, zift/katran lekesi çıkarma, silikon sökme, yağ giderme, yağlama işlemleri ve endüstriyel kaplama uygulamaları için idealdir.","• Solvent ve petrol türevi kimyasallara maksimum dayanım
• 2.5 bar basınç kapasitesi
• Emniyet valfli güvenli kullanım
• Kolay dolum için geniş ağız"
84174,"1. Solvent veya petrol bazlı kimyasalı şişeye doldurun.
2. Tetik başlığını sıkıca kapatın.
3. Nozulu ayarlayarak ince sis veya jet atım seçin.
4. Yüzeye 15-20 cm mesafeden püskürtün.
5. Kullanım sonrası nozulu temiz tutun.","Fren balata temizliği, silikon giderme, zift ve katran temizliği, boya öncesi yüzey hazırlığı ve motor temizliğinde kullanılır.","• Solvent ve petrol türevi kimyasallara tam dayanıklılık
• IK kalitesi ile güvenilir tetik mekanizması
• Ayarlanabilir nozul ile hassas uygulama
• Profesyonel endüstriyel kullanım için ideal"
81777,"1. Alkali veya alkol bazlı kimyasalı geniş ağızdan doldurun.
2. Kapağı sıkıca kapatın ve pompayı basınçlandırın (2.5 bar).
3. İstediğiniz nozulu takın (universal veya açılı).
4. Emniyet kilidini açın ve yüzeye püskürtün.
5. Kullanım sonrası basıncı boşaltın ve temiz su ile durulayın.","Gıda işleme tesislerinde, mutfak ve fırınlarda, zemin ve cam temizliğinde, grafiti gideriminde, dezenfeksiyon ve genel temizlik işlemlerinde kullanılır.","• Alkali, alkol ve keton bazlı kimyasallara tam dayanıklılık
• EPDM conta ile uzun ömürlü performans
• Çift nozul seçeneği (universal + açılı)
• Emniyet valfi ile güvenli kullanım"
83371,"1. Kayma sıvısı veya slip çözeltisini hazneye doldurun (max 12L).
2. Manuel pompalama ile basınçlandırın (manometre ile 6 bar'a kadar).
3. Konik veya yelpaze nozulu ihtiyaca göre seçin.
4. 4 metre spiral hortum ile geniş alanlarda rahatça çalışın.
5. Uzun süreli perde şeklinde püskürtme ile folyo uygulayın.
6. Kullanım sonrası pompayı boşaltıp temiz su ile durulayın.","PPF (boya koruma filmi), cam filmi, araç kaplama (wrapping) ve otomotiv detaylandırma uygulamalarında kullanılır.","• INOX paslanmaz çelik gövde ile maksimum dayanıklılık
• 12 litre kapasite - uzun süreli kesintisiz çalışma
• Manometre ile hassas basınç kontrolü
• 4 metre spiral hortum - geniş hareket kabiliyeti
• 6 bar emniyet valfi ile güvenli profesyonel kullanım"
18802,"1. Asit bazlı kimyasalı hazneye doldurun (max çizgiyi aşmayın).
2. Kapağı sıkıca kapatın ve pompayı basınçlandırın (max 3 bar).
3. Nozulu ihtiyaca göre ayarlayın (ucu çevirerek).
4. Yüzeye eşit şekilde püskürtün.
5. İş bitince emniyet valfiyle basıncı düşürün.
6. Hazneyi boşaltıp temiz su ile durulayın.","Endüstriyel temizlik, inşaat ve şantiye temizlikleri, otomotiv detailing (asitli jant temizleyiciler) ve ekipman yüzey temizliğinde kullanılır.","• VITON conta ile asitlere üstün dayanıklılık
• 3 bar emniyet valfi ile güvenli kullanım
• İtalyan tasarım ve üretim kalitesi
• Ayarlanabilir nozul ile kontrollü püskürtme"
18810,"1. Alkali veya alkol bazlı kimyasalı hazneye doldurun (max çizgiyi aşmayın).
2. Kapağı sıkıca kapatın ve pompayı basınçlandırın (max 3 bar).
3. Nozulu ihtiyaca göre ayarlayın.
4. Yüzeye eşit şekilde püskürtün.
5. İş bitince emniyet valfi ile basıncı tahliye edin.
6. Hazneyi boşaltıp temiz su ile durulayın.","Endüstriyel temizlik, inşaat ve şantiye temizlikleri, otomotiv detailing (APC, çok amaçlı temizleyiciler), HVAC bakım ve genel dezenfeksiyon uygulamalarında kullanılır.","• EPDM conta ile alkali ve alkol bazlı kimyasallara yüksek dayanım
• 3 bar emniyet valfi ile güvenli kullanım
• Dereceli görüş şeridi ile kolay seviye takibi
• İtalyan tasarım ve üretim kalitesi"
26005,"1. Solvent veya petrol bazlı kimyasalı üretici dozajına göre hazneye doldurun (max çizgiyi aşmayın).
2. Kapağı sıkıca kapatın ve pompayı basınçlandırın.
3. Konik nozulu yüzeye uygun şekilde ayarlayın.
4. Kontrollü ve eşit şekilde püskürtün.
5. İş bitince basıncı tahliye edin.
6. Hazneyi ve nozulu temiz sıvıyla durulayın.","Fren/balata temizliği, silikon giderme, zift/katran temizliği, boya öncesi yüzey hazırlığı, motor ve makine temizliği, pas çözücü ve korozyon önleyici uygulamalarda kullanılır.","• En agresif kimyasallara karşı ULTIMATE dayanıklılık
• Solvent, petrol ve hidrokarbon bazlı ürünlerle tam uyumluluk
• Kalın duvarlı hazne ile uzun ömür
• Profesyonel endüstriyel kullanım için tasarlandı"
20450,"1. Su bazlı kimyasalı şeffaf hazneye doldurun.
2. Kapağı sıkıca kapatın ve pompayı basınçlandırın.
3. Nozulu ihtiyaca göre ayarlayın (ince sis veya düz jet - max 7 m).
4. 360° derece sistem sayesinde her açıdan püskürtün.
5. Sürekli püskürtme için patentli kilitleme sistemini kullanın.
6. Kullanım sonrası hazneyi temiz su ile durulayın.","Genel temizlik, araç yıkama, bahçe sulama, ev temizliği ve hafif kimyasal uygulamalarında kullanılır.","• 360° derece her açıdan püskürtme özelliği
• Patentli sürekli püskürtme kilidi
• Şeffaf hazne ile kolay seviye takibi
• İtalyan tasarım ve üretim kalitesi
• 7 metreye kadar jet atış mesafesi"
21746,"1. Kimyasalı talimatındaki oranlarda seyreltip hazneye doldurun (max çizgiyi aşmayın).
2. Manuel pompa ile veya kompresör bağlantısı ile 3 bar'a kadar basınçlandırın.
3. Köpük yoğunluğunu plastik ara parça ile ayarlayın.
4. Kavisli köpük lansı 110° fan ile yüzeye eşit uygulayın.
5. İş bittiğinde emniyet valfiyle basıncı tahliye edin.
6. Hazneyi boşaltıp temiz su ile durulayın.","Otomotiv ön yıkama ve yoğun köpük uygulamaları, endüstriyel temizlik, zemin/cephe/konteyner temizliği, tarım makineleri ve belediye temizlik uygulamalarında kullanılır.","• 6 litre kullanılabilir kapasite - uzun süreli kesintisiz köpük
• Pnömatik (kompresör) bağlantı desteği
• Basınç göstergesi ile güvenli kontrol
• 110° fan nozul ile geniş alan kapsama
• Yastıklı omuz askıları ile konforlu taşıma"
123456,"1. Hazneyi kaydırıcı sıvı, sabun veya su karışımı ile doldurun (max 7.9L).
2. Kapağı sıkıca kapatın ve pompayı çalıştırarak basınç oluşturun.
3. 3 bar basınca ulaşıldığında emniyet valfi devreye girer.
4. Ayarlanabilir nozulü buhar veya jet moduna göre ayarlayın.
5. 3.1 metre hortum sayesinde rahatça uygulama yapın.
6. İşlem bitiminde fazla hava tahliye valfi ile basıncı düşürün.",PPF folyo ve cam filmi uygulamalarında kaydırıcı sıvı püskürtmek için kullanılır. Geniş yüzeylerde ve profesyonel uygulamalarda idealdir.,"• 10 litre kapasiteli - kesintisiz uzun süreli çalışma
• 3.1 metre esnek hortum - geniş hareket alanı
• Ayarlanabilir nozul - buhar ve jet modları
• Kimyasal dirençli NBR contalar
• İtalyan EPOCA kalitesi - 50+ yıllık tecrübe"
79587-643,"1. Seçtiğiniz seyreltme çizgisine kadar su ekleyin.
2. Kimyasalı üst çizgiye kadar tamamlayın (ölçek otomatik hesaplar).
3. Tetiği saat yönünde sıkıca kapatın.
4. Taşıma sırasında 'OFF' konumunu kullanın.
5. Hafifçe çalkalayıp nozul genişliğini ihtiyaca göre ayarlayın.
6. Kullanım sonrası temiz su püskürterek iç kanalları durulayın.","Detailing stüdyolarında ön yıkama, APC ve demir sökücü seyreltmesi, filo/kiralama merkezlerinde standart oran sağlama, ev-bahçe bakımında kullanılır.","• 6 temel seyreltme kılavuzu (1:1 - 1:20) ile hatasız dozaj
• EPDM contalı Canyon tetik ile uzun ömür
• Renk kodlama sistemi ile kolay tanımlama
• Jet-sis arası ayarlanabilir nozul"
79588-643,"1. Seçtiğiniz seyreltme çizgisine kadar su ekleyin.
2. Kimyasalı üst çizgiye kadar tamamlayın (ölçek otomatik hesaplar).
3. Tetiği saat yönünde sıkıca kapatın.
4. Taşıma sırasında 'OFF' konumunu kullanın.
5. Hafifçe çalkalayıp nozul genişliğini ihtiyaca göre ayarlayın.
6. Kullanım sonrası temiz su püskürterek iç kanalları durulayın.","Detailing stüdyolarında ön yıkama, APC ve demir sökücü seyreltmesi, filo/kiralama merkezlerinde standart oran sağlama, endüstriyel atölyelerde kullanılır.","• 6 temel seyreltme kılavuzu (1:1 - 1:20) ile hatasız dozaj
• EPDM contalı Canyon tetik ile uzun ömür
• Siyah renk kodlaması ile kolay tanımlama
• Jet-sis arası ayarlanabilir nozul"
700743,"1. Alkali veya alkol bazlı kimyasalı hazneye doldurun.
2. Kapağı sıkıca kapatın ve pompayı basınçlandırın.
3. Nozulu ihtiyaca göre ayarlayın.
4. Yüzeye eşit şekilde köpük veya sıvı uygulayın.
5. Kullanım sonrası hazneyi temiz su ile durulayın.","Gıda işleme tesislerinde temizlik ve dezenfeksiyon işlemlerinde, hayvansal/bitkisel/mineral yağ temizliğinde, protein ve kan kalıntısı gideriminde kullanılır.","• Alkali, alkol ve aseton uyumluluğu
• Gıda işletmeleri için tasarlanmış
• 2 litre kapasite
• İtalyan FRA-BER kalitesi"
Q2M-P-DB300M,"1. Polisaj pastasını dispenser şişeye aktarın.
2. Hafif sıkarak ürünü ped veya yüzeye damlatın.
3. İhtiyaç kadar ürün çıkışı için sıkma gücünü ayarlayın.
4. Farklı pasta kullanırken şişedeki uygun alanı etiketleyin.
5. Ürün değiştiriyorsanız kullanımdan sonra şişeyi temizleyin.","Polisaj işlemlerinde pasta dozajlama, makine polisajı sırasında ped üzerine pasta aktarma işlemlerinde kullanılır.","• Esnek malzeme ile hassas dozaj kontrolü
• 300 ml hafif ve kullanışlı boyut
• GYEON ürün serisi için optimize edilmiş
• Etiketleme alanı ile pasta tanımlama kolaylığı"
81686,"1. Alkali bazlı köpük yapıcı kimyasalı hazneye doldurun (max 1.25L).
2. Kapağı sıkıca kapatın ve pompayı basınçlandırın (3 bar).
3. Köpük türünü seçin: Yeşil (kuru), Gri (orta), Turuncu (ıslak).
4. Güvenlik kilidini açın ve yüzeye köpük püskürtün.
5. Kullanım sonrası basıncı boşaltın ve temiz su ile durulayın.","Profesyonel temizlik ve dezenfeksiyon işlemlerinde, otomotiv detailing uygulamalarında, endüstriyel bakımda, gıda işleme alanlarında hijyen uygulamalarında kullanılır.","• Alkali ve nötr yüzey aktif kimyasallarla ideal uyumluluk
• 3 farklı köpük türü (kuru, orta, ıslak)
• Fan tipi köpük nozulu ile geniş kapsama
• 3 bar emniyet valfi ile güvenli kullanım"
84170,"1. Kimyasalı şişeye doldurun.
2. Tetik başlığını sıkıca kapatın.
3. Nozulu ayarlayarak ince sis veya jet atım seçin.
4. Yüzeye 15-20 cm mesafeden püskürtün.
5. Kullanım sonrası nozulu temiz tutun.","İnşaat temizliğinde, dezenfeksiyon işlemlerinde, endüstriyel bakımda, otomotiv detailing ve HVAC uygulamalarında, küçük yüzeylerde ve dar alanlarda izole çalışmalarda kullanılır.","• Ergonomik tetik tasarımı
• Agresif kimyasallara dayanıklı malzeme
• İçerik tanımlama sistemi (Kırmızı-Yeşil kart)
• Seviye göstergeli yarı saydam hazne"
82672,"1. Kimyasalı entegre huni üzerinden hazneye doldurun (max çizgiyi aşmayın).
2. Pompalayarak 3 bar'a kadar basınç oluşturun.
3. Yüzeye uygun nozul (konik/fan) seçin.
4. Emniyet kilidini açın ve 1.5m hortum ile eşit püskürtün.
5. İş bitince valf ile basıncı tahliye edin.
6. Hazneyi boşaltıp temiz su ile durulayın.","Otomotiv detailing (APC, demir tozu giderici, jant/lastik, motor bölgesi), endüstriyel bakım ve temizlik, dezenfeksiyon, haşere kontrolü, inşaat temizliği ve HVAC bakım uygulamalarında kullanılır.","• 6 litre kesintisiz çalışma kapasitesi
• INOX paslanmaz püskürtme kolu
• 47 cm fiberglas tabanca ile uzun erişim
• 3 bar emniyet valfi ve omuz askısı
• Entegre huni ile pratik dolum"
82679,"1. Kimyasalı entegre huni üzerinden hazneye doldurun (max çizgiyi aşmayın).
2. Manuel pompalama veya dahili hava girişinden kompresör/taşınabilir hava pompası ile basınçlandırın (3.5 bar).
3. Yüzeye uygun nozulu seçin.
4. Emniyet kilidini açın ve 1.5m hortum ile eşit püskürtün.
5. İş bitince valf ile basıncı tahliye edin.
6. Hazneyi boşaltıp temiz su ile durulayın.","Otomotiv detailing, cam filmi, PPF ve araç kaplama uygulamalarında, endüstriyel bakım ve temizlik, dezenfeksiyon, haşere kontrolü ve HVAC bakım uygulamalarında kullanılır.","• Hem manuel hem kompresör bağlantılı çift basınçlandırma
• 8 litre kullanılabilir kapasite
• INOX paslanmaz püskürtme kolu
• 3.5 bar emniyet valfi ile güvenli kullanım
• PPF ve cam filmi uygulamaları için de ideal"
81781,"1. Sıvı gıdayı (yağ, sirke, şurup vb.) geniş ağızdan hazneye doldurun.
2. Kapağı sıkıca kapatın ve pompayı basınçlandırın (3 bar).
3. İstediğiniz nozulu seçin (universal veya açılı).
4. Gıda yüzeyine eşit şekilde püskürtün.
5. Kullanım sonrası basıncı boşaltın ve temiz su ile durulayın.","Restoran, catering, fırıncılık ve gıda işleme tesislerinde yağ, süt, eritilmiş tereyağı, sirke, su, salamura ve şurup püskürtme işlemlerinde kullanılır.","• CE ve FDA gıda güvenliği sertifikalı
• Gıda ile temas için özel üretilmiş malzemeler
• Çift nozul seçeneği (universal + açılı)
• Emniyet valfi ile güvenli kullanım"
81773,"1. Meme dezenfeksiyon sıvısını geniş ağızdan hazneye doldurun.
2. Kapağı sıkıca kapatın ve pompayı basınçlandırın (2.5 bar).
3. 19.5 cm uzun nozulu memenin altına konumlandırın.
4. Dairesel hareketlerle, memenin altından tam bir tur dönüş yaparak uygulayın.
5. Kullanım sonrası basıncı boşaltın ve temiz su ile durulayın.","Sağım öncesi ve sonrası meme hijyeni, mastitis önleme, somatik hücre sayımlarının düşürülmesi ve meme uçlarının çatlamasını önlemek için kullanılır.","• 19.5 cm uzun alttan püskürtmeli nozul
• Meme dezenfeksiyonu için özel tasarım
• Dairesel uygulama ile tam kapsama
• Emniyet valfi ile güvenli kullanım"
SGGD135,"1. Şampuan veya köpük yapıcı kimyasalı hazneye doldurun.
2. Foam Lance'ı Karcher K serisi basınçlı yıkama makinesine bağlayın.
3. Üst düğme ile su/köpük oranını ayarlayın: '+' daha fazla su, '-' daha fazla köpük.
4. Dönebilir nozul ile püskürtme genişliğini ayarlayın.
5. Araca veya yüzeye köpük uygulayın.","Araba ve motosiklet temizliğinde, çatı, pencere, zemin, araba yolu ve dış cephe köpüklü yıkama işlemlerinde kullanılır.","• Alüminyum gövde ile pas ve korozyona karşı maksimum direnç
• Ayarlanabilir köpük yoğunluğu
• Dönebilir nozul ile farklı püskürtme desenleri
• HDPE hazne üzerinde hacim ölçeği"
81671901,"1. IK sprey şişesinin pompasını çıkarın.
2. IK Pro Lid kapağını takın.
3. Üzerindeki dozaj çizgilerine göre kimyasal ve su ekleyin.
4. Karışımı saklayın veya pompayı takarak kullanın.
5. Artan karışımı etkisini kaybetmeden saklayın.","Kimyasal karışım hazırlama ve saklama ihtiyacı olan her ortamda, otomotiv detailing, temizlik ve dezenfeksiyon işlemlerinde kullanılır.","• Entegre ölçüm işaretleri ile hassas dozaj
• Artan karışımları güvenle saklama imkanı
• Ürün ve su tasarrufu
• IK sprey şişeleriyle tam uyumluluk"
SGGC091,"1. Köpük yapıcı şampuanı hazneye doldurun (ölçek işaretlerini kullanın).
2. Tornador Foam Gun'u hava kompresörüne bağlayın.
3. İstediğiniz köpük yoğunluğu ve genişliği için 3 başlıktan birini seçin.
4. Araca veya yüzeye köpük uygulayın.
5. Kullanım sonrası temiz su ile durulayın.","Basınçlı yıkama makinesine gerek kalmadan köpüklü araç yıkama işlemlerinde, profesyonel ve hobi kullanıcılar tarafından kullanılır.","• Basınçlı yıkama makinesine gerek kalmadan köpüklü yıkama
• 3 farklı başlık ile farklı köpük yoğunluk ve genişliği
• Alüminyum gövde ile dayanıklılık
• Ergonomik tasarım"
79587-644,"1. Seçtiğiniz seyreltme çizgisine kadar su ekleyin.
2. Kimyasalı üst çizgiye kadar tamamlayın.
3. Sprey başlığını takın ve sıkıca kapatın.
4. Hafifçe çalkalayıp yüzeye püskürtün.
5. Kullanım sonrası temiz su ile durulayın.","Detailing stüdyolarında kimyasal seyreltme, profesyonel temizlik uygulamalarında doğru oran sağlama işlemlerinde kullanılır.","• 6 farklı seyreltme oranı (1:1 - 1:20)
• Kimyasal dayanıklı plastik gövde
• Mavi renk kodlaması
• İtalyan FRA-BER kalitesi"
79588-644,"1. Seçtiğiniz seyreltme çizgisine kadar su ekleyin.
2. Kimyasalı üst çizgiye kadar tamamlayın.
3. Sprey başlığını takın ve sıkıca kapatın.
4. Hafifçe çalkalayıp yüzeye püskürtün.
5. Kullanım sonrası temiz su ile durulayın.","Detailing stüdyolarında kimyasal seyreltme, profesyonel temizlik uygulamalarında doğru oran sağlama işlemlerinde kullanılır.","• 6 farklı seyreltme oranı (1:1 - 1:20)
• Kimyasal dayanıklı plastik gövde
• Siyah renk kodlaması
• İtalyan FRA-BER kalitesi"
79586-644,"1. Seçtiğiniz seyreltme çizgisine kadar su ekleyin.
2. Kimyasalı üst çizgiye kadar tamamlayın.
3. Sprey başlığını takın ve sıkıca kapatın.
4. Hafifçe çalkalayıp yüzeye püskürtün.
5. Kullanım sonrası temiz su ile durulayın.","Detailing stüdyolarında kimyasal seyreltme, profesyonel temizlik uygulamalarında doğru oran sağlama işlemlerinde kullanılır.","• 6 farklı seyreltme oranı (1:1 - 1:20)
• Kimyasal dayanıklı plastik gövde
• Yeşil renk kodlaması
• İtalyan FRA-BER kalitesi"
79586-643,"1. Seçtiğiniz seyreltme çizgisine kadar su ekleyin.
2. Kimyasalı üst çizgiye kadar tamamlayın (ölçek otomatik hesaplar).
3. Tetiği saat yönünde sıkıca kapatın.
4. Taşıma sırasında 'OFF' konumunu kullanın.
5. Hafifçe çalkalayıp nozul genişliğini ihtiyaca göre ayarlayın.
6. Kullanım sonrası temiz su püskürterek iç kanalları durulayın.","Detailing stüdyolarında ön yıkama, APC ve demir sökücü seyreltmesi, filo/kiralama merkezlerinde standart oran sağlama, ev-bahçe bakımında kullanılır.","• 6 temel seyreltme kılavuzu (1:1 - 1:20) ile hatasız dozaj
• EPDM contalı Canyon tetik ile uzun ömür
• Yeşil renk kodlaması ile kolay tanımlama
• Jet-sis arası ayarlanabilir nozul"
18848,"1. Asit bazlı köpük yapıcı kimyasalı hazneye doldurun (max çizgiyi aşmayın).
2. Köpük yoğunluğunu plastik ara parça ile ayarlayın.
3. Kapağı sıkıca kapatın ve pompayı basınçlandırın (max 3 bar).
4. 110° köpük nozulu ile yüzeye eşit köpük dağıtın.
5. İş bitince emniyet valfiyle basıncı düşürün.
6. Hazneyi boşaltıp temiz su ile durulayın.","Profesyonel temizlik, endüstriyel kimya uygulamaları, araç yıkama ve detailing alanlarında, özellikle asit bazlı köpük gerektiren işlemlerde kullanılır.","• VITON conta ile asitlere ve hafif alkalilere yüksek dayanım
• 110° köpük nozulu ile geniş kapsama
• Ayarlanabilir köpük yoğunluğu
• İtalyan EPOCA kalitesi"
24952,"1. Şişeyi ml ve % ölçek çizgilerini kullanarak doğru oranlarda doldurun.
2. Kapağı kapatıp içeriği hafifçe çalkalayın.
3. Nozulu ayarlayın: ince sis için daraltın, jet için genişletin.
4. Tetiğe basarak yüzeye eşit şekilde püskürtün.
5. Kullanım bitince şişeyi boşaltıp durulayın, dik ve serin yerde saklayın.","Sanitasyon ve dezenfeksiyon, endüstriyel temizlik, otomotiv detailing, tarım ve bahçe, laboratuvar ve üretim alanlarında kullanılır.","• Hassas dozaj: 2.2 ml sabit atış
• Ml ve % seyreltme ölçekleri
• Mist-Jet arası ayarlanabilir nozul
• Koruyucu tabanlık ile stabilite"
20444,"1. Su bazlı kimyasalı şeffaf hazneye doldurun.
2. Kapağı sıkıca kapatın ve pompayı basınçlandırın.
3. Nozulu ayarlayın: ince sis veya düz jet (max 7m).
4. Sürekli püskürtme için patentli kilitleme sistemini kullanın.
5. Kullanım sonrası hazneyi temiz su ile durulayın.","Genel temizlik, dezenfeksiyon, araç yıkama ve bahçe sulama işlemlerinde, su bazlı ve agresif olmayan ürünlerle kullanılır.","• NBR conta ile su bazlı ürünlere yüksek uyumluluk
• Patentli sürekli püskürtme kilidi
• 7 metreye kadar jet atış mesafesi
• İtalyan EPOCA kalitesi"
20417,"1. Alkali veya alkol bazlı kimyasalı şeffaf hazneye doldurun (max çizgiyi aşmayın).
2. Kapağı sıkıca kapatın ve pompayı basınçlandırın (max 3 bar).
3. Nozulu ayarlayın: ince sis veya jet moduna alın.
4. Sürekli püskürtme için kilit mekanizması ile kolu sabitleyin.
5. İş bitince basıncı düşürün, hazne ve hattı temiz suyla durulayın.","Sanitasyon ve dezenfeksiyon, endüstriyel temizlik, otomotiv detailing (APC seyreltmeleri), tarım ve bahçe, reklam/signage uygulamalarında kullanılır.","• EPDM conta ile alkali, keton ve alkol dayanımı
• Patentli sürekli püskürtme kilidi
• 7 metreye kadar jet atış mesafesi
• Şeffaf dereceli hazne ile kolay seviye takibi"
20009,"1. Su bazlı kimyasalı şeffaf hazneye doldurun.
2. Kapağı sıkıca kapatın ve pompayı basınçlandırın.
3. Nozulu ayarlayın: ince sis veya düz jet (max 7m).
4. Sürekli püskürtme için patentli kilitleme sistemini kullanın.
5. Kullanım sonrası hazneyi temiz su ile durulayın.","Genel temizlik, dezenfeksiyon, araç yıkama ve bahçe sulama işlemlerinde, su bazlı ve agresif olmayan ürünlerle kullanılır.","• 2 litre geniş kapasite
• NBR conta ile su bazlı ürünlere yüksek uyumluluk
• Patentli sürekli püskürtme kilidi
• 7 metreye kadar jet atış mesafesi"
19976,"1. Alkali veya alkol bazlı kimyasalı şeffaf hazneye doldurun.
2. Kapağı sıkıca kapatın ve pompayı basınçlandırın.
3. Nozulu ayarlayın: ince sis veya düz jet (max 7m).
4. Sürekli püskürtme için patentli kilitleme sistemini kullanın.
5. Kullanım sonrası hazneyi temiz su ile durulayın.","Endüstriyel temizlik, dezenfeksiyon, APC uygulamaları ve alkali/alkol bazlı kimyasallarla yapılan temizlik işlemlerinde kullanılır.","• 2 litre geniş kapasite
• EPDM conta ile alkali ve alkol dayanımı
• Patentli sürekli püskürtme kilidi
• 7 metreye kadar jet atış mesafesi"
19956,"1. Asit bazlı kimyasalı şeffaf hazneye doldurun.
2. Kapağı sıkıca kapatın ve pompayı basınçlandırın.
3. Nozulu ayarlayın: ince sis veya düz jet (max 7m).
4. Sürekli püskürtme için patentli kilitleme sistemini kullanın.
5. Kullanım sonrası hazneyi temiz su ile durulayın.","Asit bazlı temizlik işlemlerinde, jant temizliği, endüstriyel kimya uygulamaları ve asit dayanımı gerektiren işlemlerde kullanılır.","• 2 litre geniş kapasite
• VITON conta ile asitlere üstün dayanıklılık
• Patentli sürekli püskürtme kilidi
• 7 metreye kadar jet atış mesafesi"
20102,"1. Su bazlı kimyasalı şeffaf hazneye doldurun.
2. Kapağı sıkıca kapatın ve pompayı basınçlandırın.
3. Nozulu ayarlayın: ince sis veya düz jet (max 7m).
4. Sürekli püskürtme için patentli kilitleme sistemini kullanın.
5. Kullanım sonrası hazneyi temiz su ile durulayın.","Genel temizlik, dezenfeksiyon, araç yıkama ve bahçe sulama işlemlerinde, su bazlı ve agresif olmayan ürünlerle kullanılır.","• 2 litre geniş kapasite
• Paslanmaya karşı çinko kaplı demir pompa çubuğu
• Patentli sürekli püskürtme kilidi
• 7 metreye kadar jet atış mesafesi"
